"Submitted","HTML Block","第一部分：基本資料","1.單位名稱","2.單位總員工人數","3.工程領域","點選說明","其他，請說明","第二部分：工程與科技領域從業人員統計","1.	員工人數：（請依人員之專長領域填寫對應欄位之員工人數）","男性專任人數","土木營建領域專長 男性 專任 人數","建築、都市規劃領域專長 男性 專任 人數","電子電機領域專長 男性 專任 人數","資訊通訊領域專長 男性 專任 人數","化工材料領域專長 男性 專任 人數","生技醫工領域專長 男性 專任 人數","環工綠能領域專長 男性 專任 人數","機械領域專長 男性 專任 人數","其他領域專長 男性 專任 人數","非工程與科技領域專長 男性 專任 人數","女性專任人數","土木營建領域專長 女性 專任 人數","建築、都市規劃領域專長 女性 專任 人數","電子電機領域專長 女性 專任 人數","資訊通訊領域專長 女性 專任 人數","化工材料領域專長 女性 專任 人數","生技醫工領域專長 女性 專任 人數","環工綠能領域專長 女性 專任 人數","機械領域專長 女性 專任 人數","其他領域專長 女性 專任 人數","非工程與科技領域專長 女性 專任 人數","2.各領域專長人員","(1) 年資分布情形：","土木營建領域專長 男性 人數","服務年資1~5年","服務年資6~10年","服務年資11~15年","服務年資16~20年","服務年資21~25年","服務年資25年以上","土木營建領域專長 女性 人數","建築、都市規劃部門 - 男性","建築、都市規劃部門 - 女性","電子電機部門 - 男性","電子電機部門 - 女性","資訊通訊部門 - 男性","資訊通訊部門 - 女性","化工材料部門 - 男性","化工材料部門 - 女性","生技醫工部門 - 男性","生技醫工部門 - 女性","環工綠能部門 - 男性","環工綠能部門 - 女性","機械部門 - 男性","機械部門 - 女性","其他部門 - 男性","其他部門 - 女性","(2) 管理職人員年資分布情形：","土木營建領域專長 男性 管理職 人數","管理職年資1~5年","管理職年資6~10年","管理職年資11~15年","管理職年資16~20年","管理職年資21~25年","管理職年資25年以上","土木營建領域專長 女性 管理職 人數","建築、都市規劃領域專長 男性 管理職 人數","建築、都市規劃領域專長 女性 管理職 人數","電子電機領域專長 男性 管理職 人數","電子電機領域專長 女性 管理職 人數","資訊通訊領域專長 男性 管理職 人數","資訊通訊領域專長 女性 管理職 人數","化工材料領域專長 男性 管理職 人數","化工材料領域專長 女性 管理職 人數","生技醫工領域專長 男性 管理職 人數","生技醫工領域專長 女性 管理職 人數","環工綠能領域專長 男性 管理職 人數","環工綠能領域專長 女性 管理職 人數","機械領域專長 男性 管理職 人數","機械領域專長 女性 管理職 人數","其他領域專長 男性 管理職 人數","其他領域專長 女性 管理職 人數","(3)各階管理職人員人數：","初階管理職","土木營建領域專長 男性 初階管理職 人數","35歲以下","36-45歲","46-55歲","56-65歲","66歲以上","土木營建領域專長 女性 初階管理職 人數","建築、都市規劃領域專長 男性 初階管理職 人數","建築、都市規劃領域專長 女性 初階管理職 人數","65歲以上","電子電機領域專長 男性 初階管理職 人數","電子電機領域專長 女性 初階管理職 人數","資訊通訊領域專長 男性 初階管理職 人數","資訊通訊領域專長 女性 初階管理職 人數","化工材料領域專長 男性 初階管理職 人數","化工材料領域專長 女性 初階管理職 人數","生技醫工領域專長 男性 初階管理職 人數","生技醫工領域專長 女性 初階管理職 人數","環工綠能領域專長 男性 初階管理職 人數","環工綠能領域專長 女性 初階管理職 人數","機械領域專長 男性 初階管理職 人數","機械領域專長 女性 初階管理職 人數","其他領域專長 男性 初階管理職 人數","其他領域專長 女性 初階管理職 人數","中階管理職","土木營建領域專長 男性 中階管理職 人數","土木營建領域專長 女性 中階管理職 人數","建築、都市規劃領域專長 男性 中階管理職 人數","建築、都市規劃領域專長 女性 中階管理職 人數","電子電機領域專長 男性 中階管理職 人數","電子電機領域專長 女性 中階管理職 人數","資訊通訊領域專長 男性 中階管理職 人數","資訊通訊領域專長 女性 中階管理職 人數","化工材料領域專長 男性 中階管理職 人數","化工材料領域專長 女性 中階管理職 人數","生技醫工領域專長 男性 中階管理職 人數","生技醫工領域專長 女性 中階管理職 人數","環工綠能領域專長 男性 中階管理職 人數","環工綠能領域專長 女性 中階管理職 人數","機械領域專長 男性 中階管理職 人數","機械領域專長 女性 中階管理職 人數","其他領域專長 男性 中階管理職 人數","其他領域專長 女性 中階管理職 人數","高階管理職","土木營建領域專長 男性 高階管理職 人數","土木營建領域專長 女性 高階管理職 人數","建築、都市規劃領域專長 男性 高階管理職 人數","建築、都市規劃領域專長 女性 高階管理職 人數","電子電機領域專長 男性 高階管理職 人數","45-55歲","電子電機領域專長 女性 高階管理職 人數","資訊通訊領域專長 男性 高階管理職 人數","資訊通訊領域專長 女性 高階管理職 人數","化工材料領域專長 男性 高階管理職 人數","化工材料領域專長 女性 高階管理職 人數","生技醫工領域專長 男性 高階管理職 人數","生技醫工領域專長 女性 高階管理職 人數","環工綠能領域專長 男性 高階管理職 人數","環工綠能領域專長 女性 高階管理職 人數","機械領域專長 男性 高階管理職 人數","機械領域專長 女性 高階管理職 人數","其他領域專長 男性 高階管理職 人數","其他領域專長 女性 高階管理職 人數","(4)各階專業職級人員人數：","初階專業職級","土木營建領域專長 男性 初階專業職級 人數","土木營建領域專長 女性 初階專業職級 人數","建築、都市規劃領域專長 男性 初階專業職級 人數","建築、都市規劃領域專長 女性 初階專業職級 人數","電子電機領域專長 男性 初階專業職級 人數","電子電機領域專長 女性 初階專業職級 人數","資訊通訊領域專長 男性 初階專業職級 人數","資訊通訊領域專長 女性 初階專業職級 人數","化工材料領域專長 男性 初階專業職級 人數","化工材料領域專長 女性 初階專業職級 人數","生技醫工領域專長 男性 初階專業職級 人數","生技醫工領域專長 女性 初階專業職級 人數","環工綠能領域專長 男性 初階專業職級 人數","環工綠能領域專長 女性 初階專業職級 人數","機械領域專長 男性 初階專業職級 人數","機械領域專長 女性 初階專業職級 人數","其他領域專長 男性 初階專業職級 人數","其他領域專長 女性 初階專業職級 人數","中階專業職級","土木營建領域專長 男性 中階專業職級 人數","土木營建領域專長 女性 中階專業職級 人數","建築、都市規劃領域專長 男性 中階專業職級 人數","建築、都市規劃領域專長 女性 中階專業職級 人數","電子電機領域專長 男性 中階專業職級 人數","電子電機領域專長 女性 中階專業職級 人數","資訊通訊領域專長 男性 中階專業職級 人數","資訊通訊領域專長 女性 中階專業職級 人數","化工材料領域專長 男性 中階專業職級 人數","36歲以下","化工材料領域專長 女性 中階專業職級 人數","生技醫工領域專長 男性 中階專業職級 人數","生技醫工領域專長 女性 中階專業職級 人數","環工綠能領域專長 男性 中階專業職級 人數","環工綠能領域專長 女性 中階專業職級 人數","機械領域專長 男性 中階專業職級 人數","機械領域專長 女性 中階專業職級 人數","其他領域專長 男性 中階專業職級 人數","其他領域專長 女性 中階專業職級 人數","高階專業職級","土木營建領域專長 男性 高階專業職級 人數","土木營建領域專長 女性 高階專業職級 人數","建築、都市規劃領域專長 男性 高階專業職級 人數","建築、都市規劃領域專長 女性 高階專業職級 人數","電子電機領域專長 男性 高階專業職級 人數","電子電機領域專長 女性 高階專業職級 人數","資訊通訊領域專長 男性 高階專業職級 人數","資訊通訊領域專長 女性 高階專業職級 人數","化工材料領域專長 男性 高階專業職級 人數","化工材料領域專長 女性 高階專業職級 人數","生技醫工領域專長 男性 高階專業職級 人數","生技醫工領域專長 女性 高階專業職級 人數","環工綠能領域專長 男性 高階專業職級 人數","環工綠能領域專長 女性 高階專業職級 人數","機械領域專長 男性 高階專業職級 人數","機械領域專長 女性 高階專業職級 人數","其他領域專長 男性 高階專業職級 人數","其他領域專長 女性 高階專業職級 人數","第三部分：性別相關福利措施，以及轉入工程與科技領域之案例","1. 過去三年間貴單位獲准之育嬰留職停薪人次","男性","106年 請假人次","107年  請假人次","108年 請假人次","女性","106年  請假人次","108年  請假人次","2. 過去三年間貴單位獲准之家庭照謢假人次","3.請勾選貴單位已實施之福利措施，","可複選：","請問哺集乳室共設有幾處？","請說明其他 :","4.貴單位是否有非工程與科技領域背景人員轉任工程職務之事例：","請選擇:","(a) 請問此轉任情況是否是少數個案？","(b) 貴單位是否有鼓勵轉任之機制？若有請說明","5.該少數個案事例：（若有多人請分別填寫）","第一人","1-1. 該轉任是否於貴單位服務期間發生？","1-2 現任工程職務為：","1-3	原專長領域為：","1-4 此轉任事例已於現職服務幾年?","是否有下一位?","第二人","2-1. 該轉任是否於貴單位服務期間發生？","2-2 現任工程職務為：","2-3	原專長領域為：","2-4 此轉任事例已於現職服務幾年?","是否有下一位??","第三人","3-1. 該轉任是否於貴單位服務期間發生？","3-2 現任工程職務為：","3-3	原專長領域為：","3-4 此轉任事例已於現職服務幾年?","是否有下一位??..","第四人","4-1. 該轉任是否於貴單位服務期間發生？","4-2 現任工程職務為：","4-3	原專長領域為：","4-4 此轉任事例已於現職服務幾年?","Submitted Login","Submitted From",
"2019-10-03 03:55:14 +00:00","","","公路總局交通管理組","37","土木營建,電子電機,其他","","交通技術(工程)","","","","4","","7","","","","","","14","1","","0","","2","","","","","","8","1","","","","3","2","2","1","1","1","","","","","","","","","","","","","","","","","","","","","","1","2","1","1","","","","","","","","","","","","","","","","","","","","","4","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","育兒津貼","","","","否，問卷結束","","","","","","","","","","","","","","","","","","","","","","","","","","","","210.69.58.100",
"2019-10-02 10:28:27 +00:00","","","鼎漢國際工程顧問公司","160","建築、都市規劃,其他","","交通運輸","","","","","10","","","","","","","60","10","","","10","","","","","","","50","20","","","","3","3","3","1","","","","","","","","","","","","","","","","","","","","","","1","1","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","哺集乳室,女性生理假（不扣薪）,（因照顧家庭因素可申請）彈性工時","1","","","有","是，請跳答第（四）題","","","","是","分析師","秘書","2","","","","","","","","","","","","","","","","","","","","118.163.69.181",
"2019-10-01 08:18:42 +00:00","","","經濟部水利署第十河川局","89","土木營建","","","","","","40","","","","","","","","","25","","8","","","","","","","","","14","","","","6","16","2","0","","13","","","","","","","","","","","","","","","","","","","","0","1","1","2","1","0","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","1","","0","1","","","哺集乳室,女性生理假（不扣薪）","1處","","","否，問卷結束","","","","","","","","","","","","","","","","","","","","","","","","","","","","210.69.128.66",
"2019-10-01 08:07:19 +00:00","","","公路總局養路組","63","土木營建","","","","","","38","","","","","","","","","3","","8","","","","","","","","","4","","","","5","7","11","6","2","5","","","","","","","","","","","","","","","","","","","","3","1","","","","1","","","","","","","","","","","","","","","","","","","","","4","3","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","2","3","","","哺集乳室,女性生理假（不扣薪）,（因照顧家庭因素可申請）彈性工時","1","","","否，問卷結束","","","","","","","","","","","","","","","","","","","","","","","","","","","","210.69.58.180",
"2019-10-01 04:03:19 +00:00","","","中華電信股份有限公司","21503","土木營建,電子電機,資訊通訊","","","","","","18","","2610","8161","","","","","","4511","","1","","227","1468","","","","","","4507","","","","2","0","1","0","2","13","","","","","","","","","","","","","","","","","","","","0","0","0","0","1","5","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31","29","19","","91","93","","","哺集乳室,女性生理假（不扣薪）,育兒津貼,（因照顧家庭因素可申請）彈性工時","本公司全區各辦公場所均設置優質哺集乳室","","","否，問卷結束","","","","","","","","","否","","","","","","","","","","","","","","","","","","","210.71.217.251",
"2019-09-30 15:19:37 +00:00","","","公路總局第五區養護工程處曾文工務段","30","土木營建","","","","","","15","","","","","","","","","3","","5","","","","","","","","","7","","","","1","2","2","3","2","2","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","3","3","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","1","","","","哺集乳室","1","","","否，問卷結束","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.239.90.127",
"2019-09-30 13:00:17 +00:00","","","交通部公路總局第四區養護工程處太魯閣工務段","36","土木營建","","","","","","16","","","","","","","","","11","","3","","","","","","","","","6","","","","6","2","2","1","2","2","","","","","","","","","","","","","","","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","2","2","","","哺集乳室,女性生理假（不扣薪）,（因照顧家庭因素可申請）彈性工時","","","","否，問卷結束","","","","","","","","","","","","","","","","","","","","","","","","","","","","210.69.58.184",
"2019-09-30 07:44:12 +00:00","","","台灣電力(股)公司核能火力發電工程處中部施工處","237","其他","","電力業","","","","","","","","","","","","183","13","","","","","","","","","","19","22","","","","43","15","67","6","3","48","","","","","","","","","","","","","","","","","","","","","","18","6","1","30","","","","","","","","","","","","","","","","","","","","","16","22","5","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","3","1","","","女性生理假（不扣薪）,（因照顧家庭因素可申請）彈性工時","","","","否，問卷結束","","","","","","","","","否","","","","","","","","","","","","","","","","","","","60.248.121.252",
"2019-09-30 02:42:10 +00:00","","","哈瑪星科技股份有限公司","100","資訊通訊,其他","","","","","","","","","30","","","","","10","5","","","","","10","","","","","5","10","","","","20","10","8","5","0","0","","","","","","","","","","","","","","","","","","","","0","0","3","2","0","0","","","","","","","","","","","","","","","","","","","","","2","2","0","0","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","0","0","","","哺集乳室","","","","否，問卷結束","","","","","","","","","","","","","","","","","","","","","","","","","","","","61.221.174.157",
"2019-09-30 00:58:31 +00:00","","","哈瑪星科技股份有限公司","124","資訊通訊","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","女性生理假（不扣薪）,（因照顧家庭因素可申請）彈性工時","","","","否，問卷結束","","","","","","","","","否","","","","","","","","","","","","","","","","","","","61.221.174.157",
"2019-09-29 10:14:37 +00:00","","","交通部公路總局第一區養護工程處中和工務段","29","土木營建,電子電機,機械","","","","","","13","","1","","","","","2","","2","","1","","","","","","","","","","","","","2","","2","2","3","3","","","","","","","","","","","","","","","","","","","","5","2","3","1","","2","","","","","","","","","","","","","","","","","","","","","3","3","3","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","女性生理假（不扣薪）","","","","否，問卷結束","","","","","","","","","否","","","","","","","","","","","","","","","","","","","210.69.58.181",
"2019-09-27 08:38:51 +00:00","","","公路總局工務組","72","土木營建,建築、都市規劃,其他","","採購用地及行政","","","","37","1","","","","","","","","7","","6","1","","","","","","","","20","","","","1","10","4","10","5","8","","","","","","","","","","","","","","","","","","","","1","","4","1","1","1","","","","","","","","","","","","","","","","","","","","","10","15","4","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","1","","","哺集乳室,女性生理假（不扣薪）,（因照顧家庭因素可申請）彈性工時","1","","","否，問卷結束","","","","","","","","","","","","","","","","","","","","","","","","","","","","210.69.58.180",
"2019-09-27 08:34:31 +00:00","","","公路總局第五區養護工程處斗南工務段","22","土木營建","","","","","","10","","","","","","","","","9","","1","","","","","","","","","2","","","","3","3","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","4","1","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","0","0","","","女性生理假（不扣薪）,Third Choice托嬰服務（指設有收托二歲以下兒童之服務機構）,（因照顧家庭因素可申請）彈性工時","","","","否，問卷結束","","","","","","","","","","","","","","","","","","","","","","","","","","","","210.69.58.185",
"2019-09-27 07:09:08 +00:00","","","公路總局規劃組","46","土木營建","","","","","","38","","","","","","","","","0","","8","","","","","","","","","0","","","","3","7","8","10","1","2","","","","","","","","","","","","","","","","","","","","","","","2","1","3","","","","","","","","","","","","","","","","","","","","","7","2","2","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","11","1","","","哺集乳室,女性生理假（不扣薪）,（因照顧家庭因素可申請）彈性工時","1","","","否，問卷結束","","","","","","","","","","","","","","","","","","","","","","","","","","","","210.69.58.100",
"2019-09-27 02:15:37 +00:00","","","台灣糖業股份有限公司","3402","土木營建,資訊通訊,環工綠能","","","","","","306","","","68","","","21","","","2500","","56","","","8","","","3","","","440","","","","70","5","6","7","12","206","","","","","","","","","","","","","","","","","","","","0","1","0","2","6","60","","","","","","","","","","","","","","","","","","","","","0","3","23","23","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","2","1","","7","5","","","哺集乳室,女性生理假（不扣薪）,育兒津貼,（因照顧家庭因素可申請）彈性工時","21","","","否，問卷結束","","","","","","","","","","","","","","","","","","","","","","","","","","","","211.20.204.163",
"2019-09-27 02:08:12 +00:00","","","公路總局第四區養護工程處獨立山工務段","15","土木營建","","","","","","8","","","","","","","","","5","","0","","","","","","","","","2","","","","4","2","","","2","","","","","","","","","","","","","","","","","","","","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","女性生理假（不扣薪）,托兒服務（指設有收托二歲至六歲兒童之服務機構）","","","","否，問卷結束","","","","","","","","","否","","","","","","","","","","","","","","","","","","","210.69.58.184",
"2019-09-26 11:29:22 +00:00","","","台化工務部設計組","186","土木營建,電子電機,資訊通訊,機械","","","","","","22","","56","16","","","","74","","0","","2","","4","2","","","","6","","4","","","","0","5","8","2","3","4","","","","","","","","","","","","","","","","","","","","0","0","0","0","2","1","","","","","","","","","","","","","","","","","","","","","0","0","2","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","0","0","","","哺集乳室,女性生理假（不扣薪）","1","","","否，問卷結束","","","","","","","","","","","","","","","","","","","","","","","","","","","","218.32.45.21",
"2019-09-26 07:00:16 +00:00","","","中國鋼鐵股份有限公司","10012","土木營建,電子電機,資訊通訊,化工材料,環工綠能,機械","","","","","","101","","1248","133","678","","28","4672","","2831","","6","","16","9","25","","3","40","","222","","","","50","18","11","17","1","20","","","","","","","","","","","","","","","","","","","","75","42","16","1","3","7","","","","","","","","","","","","","","","","","","","","","92","49","4","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","4","2","","4","6","","","哺集乳室,女性生理假（不扣薪）,Third Choice托嬰服務（指設有收托二歲以下兒童之服務機構）,育兒津貼","2","","","否，問卷結束","","","","","","","","","","","","","","","","","","","","","","","","","","","","118.163.160.178",
"2019-09-25 08:28:39 +00:00","","","交通部公路總局第三區養護工程處","95","土木營建,電子電機,機械","","","","","","44","","2","","","","","1","","18","","13","","0","","","","","0","","17","","","","7","8","5","5","8","11","","","","","","","","","","","","","","","","","","","","0","0","0","2","3","4","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","1","","0","2","","","哺集乳室,女性生理假（不扣薪）,（因照顧家庭因素可申請）彈性工時","","","","否，問卷結束","","","","","","","","","","","","","","","","","","","","","","","","","","","","210.69.58.203",
"2019-09-25 08:10:31 +00:00","","","財團法人食品工業發展研究所","446","土木營建,資訊通訊,化工材料,生技醫工,機械,其他","","食品科技","","","","2","","","8","9","46","","13","69","12","","0","","","1","17","80","","2","128","59","","","","1","2","1","1","1","1","","","","","","","","","","","","","","","","","","","","3","1","","1","1","1","","","","","","","","","","","","","","","","","","","","","1","2","1","1","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","","","8","3","","","哺集乳室","","","","否，問卷結束","","","","","","","","","","","","","","","","","","","","","","","","","","","","203.69.36.49",
"2019-09-25 06:16:29 +00:00","","","演算法開發組","10","資訊通訊","","","","","","","","","7","","","","","","0","","","","","3","","","","","","0","","","","7","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","2","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","2","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","0","0","","","其他","","女性生理假（扣半薪）","","否，問卷結束","","","","","","","","","","","","","","","","","","","","","","","","","","","","118.163.125.174",
"2019-09-25 03:02:32 +00:00","","","桃園大眾捷運股份有限公司","1207","土木營建,電子電機,資訊通訊,機械","","","","","","74","","171","33","","","","121","","475","","9","","8","9","","","","8","","299","","","","58","9","0","0","0","0","","","","","","","","","","","","","","","","","","","","15","1","0","0","0","0","","","","","","","","","","","","","","","","","","","","","9","12","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","15","9","","19","14","","","哺集乳室,女性生理假（不扣薪）,Third Choice托嬰服務（指設有收托二歲以下兒童之服務機構）,托兒服務（指設有收托二歲至六歲兒童之服務機構）","25","","","有","是，請跳答第（四）題","","","","","鐵路車輛維修中階專業人員","專業秘書","1","是","","是","鐵路維修電子部分中階專業人員","物料管理中階人員","2","是","","是","資訊初階專業人員","票收處理初階專業人員","1","是","","是","資訊初階人員","企劃開發初階人員","1","","60.248.19.144",
"2019-09-25 01:15:23 +00:00","","","交通部公路總局第五區養護工程處工務科","20","土木營建","","","","","","16","","","","","","","","","0","","2","","","","","","","","","2","","","","","4","3","4","3","2","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","女性生理假（不扣薪）","","","","否，問卷結束","","","","","","","","","","","","","","","","","","","","","","","","","","","","210.69.58.205",
"2019-09-23 08:36:42 +00:00","","","交通部第五區養護工程處新化工務段","35人","土木營建,其他","","文書內業建置","","","","22","","","","","","","","5","1","","1","","","","","","","","","6","","","","3","2","2","2","12","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","0","0","","","女性生理假（不扣薪）","","","","否，問卷結束","","","","","","","","","","","","","","","","","","","","","","","","","","","","210.69.58.185",
"2019-09-23 08:31:55 +00:00","","","交通部公路總局第三區養護工程處關山工務段","26","土木營建","","","","","","12","","","","","","","","","10","","2","","","","","","","","","2","","","","2","1","1","2","4","2","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","1","2","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","女性生理假（不扣薪）,（因照顧家庭因素可申請）彈性工時","","","","否，問卷結束","","","","","","","","","","","","","","","","","","","","","","","","","","","","210.69.58.183",
"2019-09-23 08:28:39 +00:00","","","台電中部施工處","約200員","土木營建","","","","","","140","","","","","","","","","20","","10","","","","","","","","","30","","","","15","30","40","20","10","","","","","","","","","","","","","","","","","","","","","","5","15","7","3","","","","","","","","","","","","","","","","","","","","","","6","2","5","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2","","","","","","","哺集乳室","1","","","否，問卷結束","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.120.219.225",
