"Submitted","HTML Block","第一部份：基本資料","1. 性別：","性別 - 其他 - 請說明 :","2. 年齡","3. 最高學歷","最高學歷 - 其他 - 請說明 :","4.	最高學歷畢業校系","5. 最高學歷畢業時間：請填寫西元年","6.	工作年資（因各類原因中斷未就業之時間請扣除，未滿一年請進位為一年計）：）：","(a) 工程與科技領域職務(年)","(b) 非工程與科技領域職務","第二部分：從業現況與職涯發展","7. 是否正在從事工程與科技領域職務（含管理與學術研究）？","8. 您離開工程職務之最主要原因為何？請勾選最主要原因，至多二項。","原因 - 其他（請說明）","9.	請問您目前的工作狀況為何？","請問深造進修中為何系所？","10.	請問您目前服務的職務較接近下列何者？","請問目前受您管理的人員約＿＿人？","11.	您對於現任職務之五年後職涯發展的預期為何？請勾選最有可能的一項。","請說明原因:","12.	請問您所預期的職涯發展，需要哪些配合因素來達成？請勾選最主要因素，至多二項。","其他，請說明","第三部分：職場環境","13.	哪些福利措施最有助於您留在工程與科技領域就業？（不論現在是否有需求皆可選擇，可複選，最多三項）","14.	您服務的單位或待業前服務的單位提供哪些職場相關措施？（可複選）","15.	您認為工程與科技領域最需要改善的性別議題有哪些？請勾選其中最重要的議題，至多三項。","第四部份：性別與職涯發展","16.	在您或您認識的女性身上，性別在工程與科技領域的求學階段有否差異？","我觀察到的差異如下:","較用功或成績較好","較擅長數理學科","動手實驗或實習的機會較少","遇到挫折時較易放棄","較不敢接受挑戰","較容易情緒起伏","較受人際問題干擾","較容易為情所困","還有其他差異?（請說明）","17.	在您或您認識的工程與科技領域女性身上，性別在求職時的職務選擇方面有否差異？","選擇內勤為主的職務","選擇無須出差的職務","選擇無須應酬的職務","選擇無須輪班或值夜班的職務","選擇可兼顧家庭的職務","選擇較有升遷或加薪機會的職務","18.	就您的認知，不同性別在工程與科技領域的求職難易度有否差異？","19.	在您或您認識的女性身上，性別在工程與科技領域的就業過程中存在的差異：（複選，同意即打勾）","其他（請說明）","20.	對您的經驗，不同性別的工程與科技領域主管是否有領導風格的差異（指非因個人而是因為性別所致之差異）？","21.	您個人比較偏好與何種性別工程與科技領域的主管共事？","22.	不同性別工程與科技領域的主管領導風格差異主要顯現在哪些層面？（可複選至多三項）","其他（請說明）：","第五部份：其他意見","歡迎提供意見或建議","Submitted From",
"2019-09-10 15:53:40 +00:00","","","女性","","25歲以下","碩士","","國內學校，工程與科技相關領域","2018","","1","0","","是","","","","","工程與科技領域之非管理職務","","繼續擔任非管理職務但從事的規模擴大，例如專案金額提高","","個人之專業表現,取得更高學歷、證照或其他資格","","","育嬰留職停薪後可確保回復原職,托嬰服務（指於單位內部設有收托二歲以下兒童之服務機構）,托兒服務（指於單位內部設有收托二歲至六歲兒童之服務機構）","合適家庭共同參加之聯誼時間與方式,育嬰留職停薪後可確保回復原職,設備完善的哺集乳室","面試標準、升遷制度與工作分派制度無性別差異,無性騷擾或具備性別平等觀念之環境","","有，我有觀察到差異：","","無差異","無差異","無差異","無差異","無差異","女性較有此特質","無差異","無差異","","否，沒有差異","","","","","","","","","","","","","","","","118.163.59.175",
"2019-09-10 15:37:13 +00:00","","","女性","","41~45歲","大學/大專","","國內學校，工程與科技相關領域","2015年","","8.5年","5年","","否","本身健康因素,薪資太低或不公平","","非工程與科技領域之民營公司","","非工程與科技領域之非管理職務","","在同一職務上","","與客戶關係","薪資待遇","","無，個人不需要這些福利 ( 若選此項, 請勿再勾選其他選項 )","無，沒有提供 ( 若選此項, 請勿再勾選其他選項 )","面試標準、升遷制度與工作分派制度無性別差異,其他（請說明）","","有，我有觀察到差異：","","女性較有此特質","男性較有此特質","男性較有此特質","女性較有此特質","無差異","男性較有此特質","男性較有此特質","女性較有此特質","","有，我有觀察到差異：","女性較有此傾向","女性較有此傾向","女性較有此傾向","女性較有此傾向","女性較有此傾向","男性較有此傾向","有，女性較男性困難","女性升遷較為困難,女性要比較努力證明自己的能力才能獲得職場肯定或升遷機會,分派工作時女性較不願意接受特定職務或工作條件（例如但不限於須輪班、值夜班、派駐於工地或製造現場）","","否，沒有差異","","","","","","111.246.187.84",
"2019-09-10 15:26:47 +00:00","","","男性","","61~65歲","專科","","國內學校，工程與科技相關領域","1978","","35","0","","否","退休","","照顧家庭","","其他（請說明）","","在同一職務上","","還不清楚（若勾選本項請勿再勾選其他項目）","","","無，個人不需要這些福利 ( 若選此項, 請勿再勾選其他選項 )","育嬰留職停薪後可確保回復原職,設備完善的哺集乳室","面試標準、升遷制度與工作分派制度無性別差異,可兼顧工作角色與家庭角色（例如包容家庭因素而假日無法加班或須提早下班）,無性騷擾或具備性別平等觀念之環境","","否，沒有差異","","","","","","","","","","","","","","","","","","","","","","","","","","","61.228.211.59",
"2019-09-10 15:09:25 +00:00","","","男性","","26~30歲","大學/大專","","國內學校，工程與科技相關領域","2014","","1","1","","是","","","","","工程與科技領域之非管理職務","","繼續擔任非管理職務但從事的規模擴大，例如專案金額提高","","取得更高學歷、證照或其他資格,與客戶關係","","","彈性工時 (例如可以只上午班或下午班)","育嬰留職停薪後可確保回復原職","面試標準、升遷制度與工作分派制度無性別差異,無性騷擾或具備性別平等觀念之環境,配合懷孕與育嬰需求之女性友善硬體環境","","有，我有觀察到差異：","","無差異","無差異","女性較有此特質","無差異","無差異","女性較有此特質","無差異","無差異","","有，我有觀察到差異：","女性較有此傾向","無差異","無差異","無差異","無差異","男性較有此傾向","有，女性較男性困難","分派工作時較不會賦予特定職務或工作條件給女性（例如但不限於須輪班、值夜班、派駐於工地或製造現場）,在相同條件或資格下女性比較不會被分配到重要的工作","","是，有差異","女性","對細節的要求程度,親力親為或充分授權,溝通方式偏好（例如透過面對面溝通、簡訊或訊息、email等）","","","","101.9.147.205",
"2019-09-10 14:48:08 +00:00","","","男性","","26~30歲","碩士","","國內學校，工程與科技相關領域","2014","","4","0","","是","","","","","工程與科技領域之非管理職務","","離職 (請說明原因)","嘗試不同挑戰","個人之專業表現,上司/長官青睞與同事之人際關係","","","彈性工時 (例如可以只上午班或下午班),彈性工作地點 (例如可部分時間在家工作),托嬰服務（指於單位內部設有收托二歲以下兒童之服務機構）","無，沒有提供 ( 若選此項, 請勿再勾選其他選項 )","面試標準、升遷制度與工作分派制度無性別差異,彈性工時（例如可選擇上午班或下午班，或減少工時以配合家庭需求）,可兼顧工作角色與家庭角色（例如包容家庭因素而假日無法加班或須提早下班）","","有，我有觀察到差異：","","男性較有此特質","男性較有此特質","無差異","女性較有此特質","女性較有此特質","女性較有此特質","無差異","無差異","","有，我有觀察到差異：","女性較有此傾向","女性較有此傾向","女性較有此傾向","女性較有此傾向","女性較有此傾向","無差異","有，女性較男性困難","女性會因為家庭或其他私人因素而婉拒升遷或接受更重要的工作,分派工作時較不會賦予特定職務或工作條件給女性（例如但不限於須輪班、值夜班、派駐於工地或製造現場）,在相同條件或資格下女性比較不會被分配到重要的工作,女性於討論時比較不敢表達自己的意見","","是，有差異","男性","與屬下間相處的態度,管理方式,非上班時間之任務交辦","","","無","125.230.192.127",
"2019-09-10 14:40:37 +00:00","","","男性","","66歲以上","大學/大專","","國內學校，工程與科技相關領域","1975","","40","0","","否","退休","","無就業計畫","","其他（請說明）","","離職 (請說明原因)","退休","其他，請說明","己退休","","其他（請說明）","其他，請說明","其他（請說明）","","否，沒有差異","","","","","","","","","","","","","","","","","","","","","","","","","","","27.247.230.196",
"2019-09-10 14:23:11 +00:00","","","女性","","41~45歲","碩士","","國外學校，非工程與科技相關領域","2003","","15","3","","是","","","","","公司或學術研究機構之高階主管，如董事長、總/副總經理或所長、院長層級","","管理職務範圍逐漸擴大，例如受管理人員數增加","","與客戶關係","","","無，個人不需要這些福利 ( 若選此項, 請勿再勾選其他選項 )","彈性工時以兼顧家務 (例如可以只上午班或下午班)","合適家庭共同參與之聯誼時間與方式","","有，我有觀察到差異：","","無差異","男性較有此特質","無差異","無差異","無差異","男性較有此特質","男性較有此特質","無差異","","否，沒有差異","","","","","","","","","","","","","","","","118.150.213.58",
"2019-09-10 14:21:58 +00:00","","","男性","","51~55歲","碩士","","國內學校，工程與科技相關領域","2016","","26","1","","是","","","","","工程與科技領域之非管理職務","","由非管理職務轉換為管理職務","","個人之專業表現","","","彈性工時 (例如可以只上午班或下午班),彈性工作地點 (例如可部分時間在家工作)","彈性工時以兼顧家務 (例如可以只上午班或下午班)","彈性工作地點（例如可部分時間在家工作）,可帶孩子到工作環境加班或加班時工作環境提供孩子照顧服務,可兼顧工作角色與家庭角色（例如包容家庭因素而假日無法加班或須提早下班）","","否，沒有差異","","","","","","","","","","","","","","","","","","","","","","","","","","","101.14.152.56",
"2019-09-10 14:17:28 +00:00","","","男性","","46~50歲","碩士","","國內學校，工程與科技相關領域","1995","","21","0","","是","","","","","工程與科技領域之管理職務","15","管理職務範圍逐漸擴大，例如受管理人員數增加","","個人之專業表現,上司/長官青睞與同事之人際關係","","","彈性工時 (例如可以只上午班或下午班),彈性工作地點 (例如可部分時間在家工作),育兒津貼","因懷孕或育兒可選擇（非被迫）職務內容之調整,育嬰留職停薪後可確保回復原職,設備完善的哺集乳室,育兒津貼,托兒服務（指於單位內部設有收托二歲至六歲兒童之服務機構）","彈性工時（例如可選擇上午班或下午班，或減少工時以配合家庭需求）,彈性工作地點（例如可部分時間在家工作）,可帶孩子到工作環境加班或加班時工作環境提供孩子照顧服務","","否，沒有差異","","","","","","","","","","","","","","","","","","","","","","","","","","無","61.230.100.117",
"2019-09-10 14:09:41 +00:00","","","男性","","41~45歲","碩士","","國內學校，工程與科技相關領域","2002","","16","0","","是","","","","","工程與科技領域之管理職務","12","管理職務範圍逐漸擴大，例如受管理人員數增加","","個人之專業表現,上司/長官青睞與同事之人際關係","","","無，個人不需要這些福利 ( 若選此項, 請勿再勾選其他選項 )","合適家庭共同參加之聯誼時間與方式,育嬰留職停薪後可確保回復原職","彈性工時（例如可選擇上午班或下午班，或減少工時以配合家庭需求）,可帶孩子到工作環境加班或加班時工作環境提供孩子照顧服務","","否，沒有差異","","","","","","","","","","","","","","","","","","","","","","","","","","","101.10.38.246",
"2019-09-10 14:04:39 +00:00","","","男性","","26~30歲","大學/大專","","國內學校，工程與科技相關領域","2013","","5","1","","是","","","","","工程與科技領域之非管理職務","","同等級職務之部門轉換","","自己主動爭取,上司/長官青睞與同事之人際關係","","","彈性工時 (例如可以只上午班或下午班),彈性工作地點 (例如可部分時間在家工作),合適家庭共同參加之聯誼時間與方式","托嬰服務（指於單位內部設有收托二歲以下兒童之服務機構）,托兒服務（指於單位內部設有收托二歲至六歲兒童之服務機構）","面試標準、升遷制度與工作分派制度無性別差異,彈性工時（例如可選擇上午班或下午班，或減少工時以配合家庭需求）","","沒有接觸經驗，無法回答","","","","","","","","","","","","","","","","","","","","","","","","","","","223.141.22.203",
"2019-09-10 14:01:58 +00:00","","","男性","","56~60歲","大學/大專","","國內學校，工程與科技相關領域","1988","","31","0","","是","","","","","工程與科技領域之管理職務","50","管理職務範圍逐漸擴大，例如受管理人員數增加","","個人之專業表現,上司/長官青睞與同事之人際關係","","","育兒津貼,托嬰服務（指於單位內部設有收托二歲以下兒童之服務機構）,托兒服務（指於單位內部設有收托二歲至六歲兒童之服務機構）","育嬰留職停薪後可確保回復原職,設備完善的哺集乳室","不了解，沒有想法  ( 若選此項, 請勿再勾選其他選項 )","","否，沒有差異","","","","","","","","","","","","","","","","","","","","","","","","","","","36.229.53.43",
"2019-09-10 13:54:58 +00:00","","","男性","","51~55歲","大學/大專","","國內學校，工程與科技相關領域","1994","","25","1","","是","","","","","工程與科技領域之非管理職務","","在同一職務上","","個人之專業表現","","","彈性工作地點 (例如可部分時間在家工作)","彈性工時以兼顧家務 (例如可以只上午班或下午班),彈性工作地點以兼顧家務 (例如可部分時間在家工作)","彈性工時（例如可選擇上午班或下午班，或減少工時以配合家庭需求）,彈性工作地點（例如可部分時間在家工作）","","否，沒有差異","","","","","","","","","","","","","","","","","","","","","","","","","","","39.12.41.199",
"2019-09-10 13:36:03 +00:00","","","男性","","26~30歲","大學/大專","","國內學校，工程與科技相關領域","2018","","4","0","","否","工作量過大或工作分配不公,薪資太低或不公平","","工程與科技產業之非工程與科技職務（例如行政、會計、人事等）","","工程與科技領域之管理職務","5","管理職務範圍逐漸擴大，例如受管理人員數增加","","取得更高學歷、證照或其他資格,自己主動爭取","","","彈性工時 (例如可以只上午班或下午班),彈性工作地點 (例如可部分時間在家工作),合適家庭共同參加之聯誼時間與方式","無，沒有提供 ( 若選此項, 請勿再勾選其他選項 )","面試標準、升遷制度與工作分派制度無性別差異,彈性工時（例如可選擇上午班或下午班，或減少工時以配合家庭需求）,可兼顧工作角色與家庭角色（例如包容家庭因素而假日無法加班或須提早下班）","","有，我有觀察到差異：","","女性較有此特質","無差異","無差異","無差異","無差異","男性較有此特質","無差異","無差異","","有，我有觀察到差異：","女性較有此傾向","女性較有此傾向","女性較有此傾向","無差異","無差異","無差異","有，女性較男性困難","女性升遷較為困難","","否，沒有差異","","","","","薪資過低與工時過長","39.8.168.53",
"2019-09-10 13:33:16 +00:00","","","男性","","56~60歲","碩士","","國內學校，工程與科技相關領域","2005","","33","1","","是","","","","","工程與科技領域之管理職務","20","管理職務範圍逐漸擴大，例如受管理人員數增加","","個人之專業表現,與客戶關係","","","無，個人不需要這些福利 ( 若選此項, 請勿再勾選其他選項 )","合適家庭共同參加之聯誼時間與方式,因懷孕或育兒可選擇（非被迫）職務內容之調整,育嬰留職停薪後可確保回復原職,設備完善的哺集乳室","無，沒必要改善  ( 若選此項, 請勿再勾選其他選項 )","","有，我有觀察到差異：","","無差異","無差異","女性較有此特質","無差異","女性較有此特質","女性較有此特質","無差異","無差異","","否，沒有差異","","","","","","","","","","","","","","","","111.243.45.242",
"2019-09-10 13:20:48 +00:00","","","男性","","46~50歲","碩士","","國內學校，工程與科技相關領域","2001","","18","0","","是","","","","","工程與科技領域之非管理職務","","在同一職務上","","個人之專業表現,公司/機構制度穩定，只要沒有犯錯自然可以達成","","","彈性工時 (例如可以只上午班或下午班)","彈性工時以兼顧家務 (例如可以只上午班或下午班)","無，沒必要改善  ( 若選此項, 請勿再勾選其他選項 )","","否，沒有差異","","","","","","","","","","","","","","","","","","","","","","","","","","","118.150.106.192",
"2019-09-10 13:13:56 +00:00","","","男性","","31~35歲","大學/大專","","國內學校，非工程與科技相關領域","2007","","0","12","","是","","","","","工程與科技領域之管理職務","30","管理職務範圍逐漸擴大，例如受管理人員數增加","","個人之專業表現,上司/長官青睞與同事之人際關係","","","無，個人不需要這些福利 ( 若選此項, 請勿再勾選其他選項 )","彈性工時以兼顧家務 (例如可以只上午班或下午班),育嬰留職停薪後可確保回復原職","不了解，沒有想法  ( 若選此項, 請勿再勾選其他選項 )","","沒有接觸經驗，無法回答","","","","","","","","","","","","","","","","","","","","","","","","","","","42.77.23.71",
"2019-09-10 13:12:36 +00:00","","","男性","","56~60歲","碩士","","國內學校，工程與科技相關領域","2011","","30","0","","是","","","","","工程與科技領域之管理職務","15","管理職務範圍逐漸擴大，例如受管理人員數增加","","個人之專業表現,上司/長官青睞與同事之人際關係","","","無，個人不需要這些福利 ( 若選此項, 請勿再勾選其他選項 )","育嬰留職停薪後可確保回復原職,設備完善的哺集乳室","無，沒必要改善  ( 若選此項, 請勿再勾選其他選項 )","","否，沒有差異","","","","","","","","","","","","","","","","","","","","","","","","","","","203.217.124.115",
"2019-09-10 13:10:34 +00:00","","","男性","","46~50歲","大學/大專","","國內學校，工程與科技相關領域","2000","","19","0","","是","","","","","工程與科技領域之非管理職務","","由非管理職務轉換為管理職務","","自己主動爭取,上司/長官青睞與同事之人際關係","","","彈性工時 (例如可以只上午班或下午班),彈性工作地點 (例如可部分時間在家工作),合適家庭共同參加之聯誼時間與方式","合適家庭共同參加之聯誼時間與方式,因懷孕或育兒可選擇（非被迫）職務內容之調整,育嬰留職停薪後可確保回復原職,設備完善的哺集乳室","面試標準、升遷制度與工作分派制度無性別差異,可兼顧工作角色與家庭角色（例如包容家庭因素而假日無法加班或須提早下班）","","否，沒有差異","","","","","","","","","","","","","","","","","","","","","","","","","","","202.39.60.235",
"2019-09-10 13:10:09 +00:00","","","男性","","46~50歲","碩士","","國內學校，工程與科技相關領域","1993","","25","2","","是","","","","","工程與科技領域之非管理職務","","在同一職務上","","個人之專業表現,上司/長官青睞與同事之人際關係","","","無，個人不需要這些福利 ( 若選此項, 請勿再勾選其他選項 )","無，沒有提供 ( 若選此項, 請勿再勾選其他選項 )","可兼顧工作角色與家庭角色（例如包容家庭因素而假日無法加班或須提早下班）","","有，我有觀察到差異：","","女性較有此特質","男性較有此特質","","女性較有此特質","女性較有此特質","女性較有此特質","無差異","女性較有此特質","","否，沒有差異","","","","","","","","","","","","","","","","114.136.69.186",
"2019-09-10 13:06:59 +00:00","","","女性","","36~40歲","碩士","","國外學校，非工程與科技相關領域","2004","","2","18","","否","想找更穩定的職場","","非工程與科技領域之民營公司","","自行創業或自行開業之技師","","繼續擔任非管理職務但從事的規模擴大，例如專案金額提高","","個人之專業表現,與客戶關係","","","合適家庭共同參加之聯誼時間與方式,托嬰服務（指於單位內部設有收托二歲以下兒童之服務機構）,托兒服務（指於單位內部設有收托二歲至六歲兒童之服務機構）","無，沒有提供 ( 若選此項, 請勿再勾選其他選項 )","彈性工時（例如可選擇上午班或下午班，或減少工時以配合家庭需求）,彈性工作地點（例如可部分時間在家工作）,可帶孩子到工作環境加班或加班時工作環境提供孩子照顧服務","","有，我有觀察到差異：","","無差異","無差異","女性較有此特質","男性較有此特質","男性較有此特質","男性較有此特質","無差異","男性較有此特質","","有，我有觀察到差異：","女性較有此傾向","無差異","無差異","男性較有此傾向","女性較有此傾向","女性較有此傾向","有，女性較男性困難","女性升遷較為困難,女性要比較努力證明自己的能力才能獲得職場肯定或升遷機會","","是，有差異","無性別偏好","與屬下間相處的態度,管理方式,對細節的要求程度","","","","49.217.133.16",
"2019-09-10 12:58:47 +00:00","","","男性","","51~55歲","碩士","","國內學校，工程與科技相關領域","1990","","29","0","","是","","","","","工程與科技領域之管理職務","60","繼續擔任非管理職務但從事的規模擴大，例如專案金額提高","","個人之專業表現,上司/長官青睞與同事之人際關係","","","無，個人不需要這些福利 ( 若選此項, 請勿再勾選其他選項 )","育嬰留職停薪後可確保回復原職","不了解，沒有想法  ( 若選此項, 請勿再勾選其他選項 )","","否，沒有差異","","","","","","","","","","","","","","","","","","","","","","","","","","","115.43.63.166",
"2019-09-10 12:58:23 +00:00","","","男性","","56~60歲","博士","","國外學校，工程與科技相關領域","1994","","34","0","","是","","","","","工程與科技領域之管理職務","50","在同一職務上","","個人之專業表現,公司/機構制度穩定，只要沒有犯錯自然可以達成","","","無，個人不需要這些福利 ( 若選此項, 請勿再勾選其他選項 )","彈性工時以兼顧家務 (例如可以只上午班或下午班),因懷孕或育兒可選擇（非被迫）職務內容之調整,育嬰留職停薪後可確保回復原職","面試標準、升遷制度與工作分派制度無性別差異,彈性工時（例如可選擇上午班或下午班，或減少工時以配合家庭需求）,無性騷擾或具備性別平等觀念之環境","","否，沒有差異","","","","","","","","","","","","","","","","","","","","","","","","","","無","111.71.68.186",
"2019-09-10 12:56:39 +00:00","","","男性","","36~40歲","大學/大專","","國內學校，工程與科技相關領域","2007","","11","3","","是","","","","","工程與科技領域之管理職務","5","管理職務範圍逐漸擴大，例如受管理人員數增加","","自己主動爭取,與客戶關係","","","彈性工時 (例如可以只上午班或下午班),彈性工作地點 (例如可部分時間在家工作)","無，沒有提供 ( 若選此項, 請勿再勾選其他選項 ),彈性工作地點以兼顧家務 (例如可部分時間在家工作)","彈性工時（例如可選擇上午班或下午班，或減少工時以配合家庭需求）,彈性工作地點（例如可部分時間在家工作）","","有，我有觀察到差異：","","男性較有此特質","男性較有此特質","男性較有此特質","女性較有此特質","女性較有此特質","女性較有此特質","無差異","無差異","","否，沒有差異","","","","","","","","","","","","","","","","36.228.68.53",
"2019-09-10 12:55:58 +00:00","","","男性","","51~55歲","碩士","","國內學校，工程與科技相關領域","2007","","28","0","","是","","","","","工程與科技領域之非管理職務","","在同一職務上","","個人之專業表現,取得更高學歷、證照或其他資格","","","彈性工時 (例如可以只上午班或下午班),彈性工作地點 (例如可部分時間在家工作),育嬰留職停薪後可確保回復原職","彈性工時以兼顧家務 (例如可以只上午班或下午班)","不了解，沒有想法  ( 若選此項, 請勿再勾選其他選項 )","","否，沒有差異","","","","","","","","","","","","","","","","","","","","","","","","","","0","61.228.229.190",
"2019-09-10 12:53:59 +00:00","","","男性","","56~60歲","碩士","","國外學校，工程與科技相關領域","1988","","32","0","","是","","","","","工程與科技領域之管理職務","40","同等級職務之部門轉換","","公司/機構制度穩定，只要沒有犯錯自然可以達成,與客戶關係","","","彈性工時 (例如可以只上午班或下午班),彈性工作地點 (例如可部分時間在家工作)","育嬰留職停薪後可確保回復原職","彈性工時（例如可選擇上午班或下午班，或減少工時以配合家庭需求）,彈性工作地點（例如可部分時間在家工作）,可兼顧工作角色與家庭角色（例如包容家庭因素而假日無法加班或須提早下班）","","有，我有觀察到差異：","","無差異","男性較有此特質","男性較有此特質","男性較有此特質","女性較有此特質","男性較有此特質","男性較有此特質","無差異","","有，我有觀察到差異：","女性較有此傾向","女性較有此傾向","女性較有此傾向","女性較有此傾向","女性較有此傾向","男性較有此傾向","有，女性較男性困難","女性升遷較為困難,分派工作時較不會賦予特定職務或工作條件給女性（例如但不限於須輪班、值夜班、派駐於工地或製造現場）,在相同條件或資格下女性比較不會被分配到重要的工作","","是，有差異","無性別偏好","與屬下間相處的態度,管理方式","","","","223.141.67.212",
"2019-09-10 12:52:08 +00:00","","","女性","","26~30歲","碩士","","國內學校，工程與科技相關領域","2017","","3","0","","是","","","","","工程與科技領域之非管理職務","","在同一職務上","","個人之專業表現,上司/長官青睞與同事之人際關係","","","無，個人不需要這些福利 ( 若選此項, 請勿再勾選其他選項 )","無，沒有提供 ( 若選此項, 請勿再勾選其他選項 )","不了解，沒有想法  ( 若選此項, 請勿再勾選其他選項 )","","有，我有觀察到差異：","","無差異","無差異","女性較有此特質","無差異","無差異","女性較有此特質","無差異","女性較有此特質","","有，我有觀察到差異：","女性較有此傾向","女性較有此傾向","無差異","女性較有此傾向","女性較有此傾向","女性較有此傾向","有，女性較男性困難","女性升遷較為困難","","否，沒有差異","","","","","","114.137.227.176",
"2019-09-10 12:48:36 +00:00","","","男性","","36~40歲","博士","","國內學校，工程與科技相關領域","2013","","12","0","","是","","","","","工程與科技領域之管理職務","12","管理職務範圍逐漸擴大，例如受管理人員數增加","","個人之專業表現,上司/長官青睞與同事之人際關係","","","彈性工時 (例如可以只上午班或下午班),合適家庭共同參加之聯誼時間與方式","育嬰留職停薪後可確保回復原職","彈性工時（例如可選擇上午班或下午班，或減少工時以配合家庭需求）","","沒有接觸經驗，無法回答","","","","","","","","","","","","","","","","","","","","","","","","","","NA","39.8.233.209",
"2019-09-10 12:46:45 +00:00","","","男性","","61~65歲","大學/大專","","國內學校，工程與科技相關領域","2005","","39","0","","是","","","","","工程與科技領域之管理職務","3","離職 (請說明原因)","屆齡退休","個人之專業表現,上司/長官青睞與同事之人際關係","","","無，個人不需要這些福利 ( 若選此項, 請勿再勾選其他選項 )","無，沒有提供 ( 若選此項, 請勿再勾選其他選項 )","不了解，沒有想法  ( 若選此項, 請勿再勾選其他選項 )","","否，沒有差異","","","","","","","","","","","","","","","","","","","","","","","","","","無意見","223.140.119.237",
"2019-09-10 12:46:06 +00:00","","","男性","","56~60歲","大學/大專","","國內學校，工程與科技相關領域","1987","","31","0","","是","","","","","工程與科技領域之管理職務","90","在同一職務上","","公司/機構制度穩定，只要沒有犯錯自然可以達成","","","無，個人不需要這些福利 ( 若選此項, 請勿再勾選其他選項 )","彈性工時以兼顧家務 (例如可以只上午班或下午班),育嬰留職停薪後可確保回復原職","無，沒必要改善  ( 若選此項, 請勿再勾選其他選項 )","","否，沒有差異","","","","","","","","","","","","","","","","","","","","","","","","","","無","223.137.114.14",
"2019-09-10 12:43:44 +00:00","","","男性","","51~55歲","碩士","","國內學校，工程與科技相關領域","1992","","25","0","","是","","","","","自行創業或自行開業之技師","","在同一職務上","","個人之專業表現,與客戶關係","","","無，個人不需要這些福利 ( 若選此項, 請勿再勾選其他選項 )","無，沒有提供 ( 若選此項, 請勿再勾選其他選項 )","彈性工時（例如可選擇上午班或下午班，或減少工時以配合家庭需求）,彈性工作地點（例如可部分時間在家工作）,無性騷擾或具備性別平等觀念之環境","","否，沒有差異","","","","","","","","","","","","","","","","","","","","","","","","","","無","175.181.152.189",
"2019-09-10 12:39:52 +00:00","","","男性","","26~30歲","大學/大專","","國內學校，工程與科技相關領域","2014","","3","無","","是","","","","","工程與科技領域之非管理職務","","繼續擔任非管理職務但從事的規模擴大，例如專案金額提高","","個人之專業表現,與客戶關係","","","彈性工時 (例如可以只上午班或下午班),彈性工作地點 (例如可部分時間在家工作),合適家庭共同參加之聯誼時間與方式","無，沒有提供 ( 若選此項, 請勿再勾選其他選項 )","彈性工時（例如可選擇上午班或下午班，或減少工時以配合家庭需求）","","否，沒有差異","","","","","","","","","","","","","","","","","","","","","","","","","","","39.9.41.85",
"2019-09-10 12:34:10 +00:00","","","男性","","61~65歲","高職","","國內學校，工程與科技相關領域","1979","","39","0","","是","","","","","工程與科技領域之管理職務","5","在同一職務上","","個人之專業表現,公司/機構制度穩定，只要沒有犯錯自然可以達成","","","彈性工時 (例如可以只上午班或下午班)","彈性工時以兼顧家務 (例如可以只上午班或下午班)","面試標準、升遷制度與工作分派制度無性別差異","","有，我有觀察到差異：","","男性較有此特質","男性較有此特質","男性較有此特質","女性較有此特質","女性較有此特質","女性較有此特質","女性較有此特質","女性較有此特質","","沒有接觸經驗，無法回答","","","","","","","","","","","","","","","應加入薪資問卷。","114.45.101.120",
"2019-09-10 12:33:29 +00:00","","","女性","","51~55歲","碩士","","國外學校，工程與科技相關領域","1991","","20","1","","是","","","","","工程與科技領域之管理職務","7","管理職務範圍逐漸擴大，例如受管理人員數增加","","個人之專業表現,上司/長官青睞與同事之人際關係","","","彈性工時 (例如可以只上午班或下午班),彈性工作地點 (例如可部分時間在家工作)","彈性工時以兼顧家務 (例如可以只上午班或下午班),彈性工作地點以兼顧家務 (例如可部分時間在家工作)","面試標準、升遷制度與工作分派制度無性別差異,彈性工時（例如可選擇上午班或下午班，或減少工時以配合家庭需求）,彈性工作地點（例如可部分時間在家工作）","","否，沒有差異","","","","","","","","","","","","","","","","","","","","","","","","","","","173.73.200.62",
"2019-09-10 12:33:28 +00:00","","","男性","","51~55歲","大學/大專","","國內學校，工程與科技相關領域","1990","","30","1","","是","","","","","工程與科技領域之非管理職務","","在同一職務上","","個人之專業表現","","","合適家庭共同參加之聯誼時間與方式","合適家庭共同參加之聯誼時間與方式","合適家庭共同參與之聯誼時間與方式","","否，沒有差異","","","","","","","","","","","","","","","","","","","","","","","","","","","114.39.146.172",
